69,Beauty With Purpose,1,8/13/2012,77,Photo,Pictures of nature,5.00,1,1,http://gurutapas.com/images/whiteBk.jpg,08/13/12,08/13/12,77
70,Along the Akkoteek,,8/13/2012,77,,,5.00,,,,08/13/12,08/13/12,77
8,MIND GAMES,A small town reporter with a damaged reputation uncovers something that could save a town but no one will believe her and time is running out.  ,8/13/2012,79,,,5.00,,,http://fotos.fotoflexer.com/3dbdd0e502f5420a9581853776c117f2.jpg,08/13/12,08/13/12,79
9,William Edwards and the Wizardly Glasses,A boy who is different gets wizardly glasses and powers. ,8/13/2012,79,,,5.00,,,,08/13/12,08/13/12,79
10,Notes From An Alien,,8/15/2012,80,,From greed & war to lasting peace.,5.00,,,http://www.thebookdesigner.com/wp-content/uploads/2011/10/FinalCoverNfAA.jpg,08/14/12,08/14/12,80
11,Is Your Soul In Here?,,8/14/2012,80,,A Poets Struggle With God.,5.00,,,http://www.fastpencil.com/assets/publications/front_covers/538/thumb/446_cover_front.png,08/14/12,08/14/12,80
12,Stories from Angi, ,8/14/2012,80,,19 Short Stories during the transition from War to Peace.,5.00,,,,08/14/12,08/14/12,80
13,Poems About Angi,,8/14/2012,80,,19 Epic Poems concerning the transition from War to Peace.,5.00,,,,08/14/12,08/14/12,80
14,The Cursed City,"For those who love fantasies. The City of Sweetbriar has been cursed by the wicked witch out of her spite and jealousy. There is darkness everywhere and its been ages since the inhabitants of the city has seen an outsider. The downfall of the town has been due to one unfortunate evening. Little Ali born on the day of the curse subjected to contempt and adversity tries to free his city of the curse. Read and find out how he manages to fight the circumstances and become the Towns Hero.",10/9/2012,84,Adventure,,5.00,,,,03/08/13,03/08/13,84
15,The Partys Over,Two friends discover that they have AIDS. One of them takes his doctors advice and survives. The other one Cisco wont accept that he is infected. Not responding to his doctors advice he retreats into his own world of drugs male prostitution and partying so tragically suffers the consequences. Ciscos best friend is frantic with worry so much so that as a result his own health suffers. A true and moving story.,2/17/2013,26,tragedy,Two friends discover that they have AIDS. One of them takes his doctors advice and survives. The other one wont accept it.,5.00,,,,03/22/13,03/22/13,26
16,The Alternative Medicine Cabinet,,3/1/2010,27,health and wellness,Learn how to incorporate natural remedies into your life for better health and less Western medicine intervention.,5.00,,,,03/25/13,03/25/13,27
17,Body/Mind Therapies for the Bodyworker,,12/29/2012,27,health and wellness mind/body,Learn to incorporate mind/body therapies into your health and wellness practice or your life to decrease stress and enhance healing. ,5.00,,,,03/25/13,03/25/13,27
18,eloves me eloves me not,"Still single at 39 Kayte Wexford has everything but Mr. Right. She has a fabulous career and interesting friends but there’s still no one waiting at home for her but the dog. With keyboard at the ready she turns to technology for help hoping online dating will finally deliver the man of her dreams. eloves me eloves me not is a contemporary romantic comedy that follows Kayte’s online dating adventures while focusing on the relationships of four main characters each with their unique views on love: Kayte is the ever-hopeful romantic Roman the consummate bachelor Thomas is newly and skeptically single and Chloe is already living happily ever after. Join Kayte as she meets a series of cyber-suitors and learns what she will and won’t do in the name of love. See if you can you predict where Kayte will end up and with whom.",11/10/2012,28,Chick Lit,A contemporary romantic comedy about looking for love online.,5.00,,,,03/25/13,03/25/13,28
19,The Man Who Never Was,"The protagonist Jesús is ugly. Extraordinarily ugly. He is so ugly that his friends and relatives are convinced that behind that ugliness there must be something else. A malefic power or possiblyr a momentous fate. The truth is that fairly special things happen wherever Jesús is. His biological father is a mystery. He only manages to discover that he seems to have fathered quite a few other extremely ugly boys like him during his career. His sister (half-sister) is a child-prodigy who excels at everything she does (writing career in foreign relations acting…) his mother becomes the president of the country his own bank is successful his best-friend Vero is a computer tycoon his brother-in-law also makes it in politics...But for all the success and money around him he still feels unsettled. He tries sports banking cinema but nothing provides the answers he wants. Who was his father? This is a family saga where everything goes: from politics to retirement homes from sport to cinema from adultery to incest but nothing is taken too seriously. If you enjoyed Isabel Allende’s ‘House of the Spirits’ and love ‘The West Wing’ combined with a touch of comedy this is your book!",10/19/2012,29,Family saga contemporary fiction politics,A family saga with a unforgettable characters and original situations.,5.00,,,http://ecx.images-amazon.com/images/I/410sbqMQ1CL._BO2204203200_PIsitb-sticker-arrow-clickTopRight35-76_AA278_PIkin4BottomRight-7022_AA300_SH20_OU01_.jpg,03/26/13,03/26/13,29
20,SAM AND THE SEA WITCH,"Young Adult Supernatural Mystery Thriller by M. P. Ward Fourteen year old Sam Camponara is used to getting into trouble; in fact he enjoys the buzz. So when his best friend Johnny tells him an old tale about The Sea Witch Sam sees an opportunity for adventure. But sailing the stolen boat off the Cornish coast in the middle of the night goes terribly wrong and the sea witch turns out to be horribly real. Keeping Johnny as hostage the sea witch tells Sam he has until the next new moon to find and deliver her missing pendant lost fifty years earlier. But will he be able to find the pendant in time will anyone believe Sam’s wild story and does he even believe it himself?",3/20/2013,30,YOUNG/ADULT FANTASY THRILLER,Sam and the Sea Witch is a dark mysterious and psychologically gripping tale about a boy who lives in a Cornish seaside town. It contains a background of myth and legend within the Cornish setting which makes Sam’s story highly atmospheric.,5.00,,,,03/26/13,03/26/13,30
21,Huahuqui,Kelly Graham is narcissistic self-assured freelance photographer who specialises in underwater assignments. While on a project in the Amazon with his best friend and travelling companion Chris D’Souza a mysterious government official enters Kelly’s life and turns it upside down. A simple request to retrieve a strange object from deep underwater puts Kelly in the middle of an international political and spiritual nightmare – a nightmare that threatens to change the course of human history.,6/15/2012,32,Mystery Thriller,,5.00,,,,04/08/13,04/08/13,32
22,Hot Times in Goa,"Travellers tale psychiatrists chair scorching sex story - Hot Times in Goa is all of these and more. To love too much is to lose everything. Lee Diane Habashs diplomat husband has died leaving her richer and hornier than expected. Among the coconut palms she meets Rod retired London villain and embarks upon a stormy and steamy relationship. Goa is a state in social political and sectarian upheaval. There are demonstrations against the new rail link with Bombay which many feel will bring undesirables into the area. The Noble Order of Buffaloes is up in arms about the liberalisation of Goas annual carnival. The Hindu festival of Shivaratri is about to turn nasty. Contrary to Rods wishes Lee supports her landlords daughter in a bid to become Carnival Queen with explosive consequences.",3/23/2013,33,Adult,A middle-aged woman attempts to recover her lost youth in an exotic location.,5.00,,,,04/09/13,04/09/13,33
23,A wedding affair ,Aria macy runs into her first love two weeks before she is to marry her high school sweetheart.  The book is based in cleveland ohio. The book is erotic and naughty and filled with fashion fun and love,4/11/2013,34,,A wedding affair is fun sexy erotic if you liked fifty shades of grey yoy Will love a wedding affair,5.00,,,,04/11/13,04/11/13,34
24,Silent Scream,The Screams Which Have Been Silent For Thirty Four Years Are No Longer Silent. They Now Have A Voice. July 1972 Nancy Trotter And Pamela Sue Wells Were Taken To A Remote Area On South Hutchinson Island In Martin County Tied Gagged And Hung. They Were Left To Die. But They Managed To Escape. This Escape Led To An Investigation Of A Crime That Before 1972 Had No Name. Law Enforcement Was In Uncharted Waters. The Crime Serial Killings. The Killer Gerard Schaefer. Nancy Trotter And Pamela Wells Were Just Two Of The Nine Known And Possibly As High As 34 Unknown Victims. They Ranged From Fort Lauderdale Florida To Europe And N. Africa. Silent Scream Finally Gives The Victims A Voice - Their Screams Are No Longer Silent And With That Voice Comes Peace.,8/11/2012,35,True Crime,A true crime of the victims of Floridas First Serial Killer Gerard Schaefer ,5.00,,,,04/11/13,04/11/13,35
25,The Peacemaker,With war scars that no one could see and that would not heal Jack OMalley drifted into Kanen Colorado in the summer of 1873. Hired to be the new marshal he is confronted with the suspicion and anxiety of a once peaceful small town with a growing mining problem (or perhaps it is a mining town with a small growing problem). Whatever the case OMalley swiftly learns that the invisible foes that stalk him in his sleep are nothing compared to the passionately pious force that is the Ladies Church Society and the beautiful but feisty Amanda Morgan a woman who finds OMalleys lack of religion as disturbing as he finds her attractive. Their tangles over faith and propriety peak with the arrival of a sultry and scandalous songstress from OMalleys past a wave of criminal accusations from the town newspaper and a flood of questions from suspicious citizens about the mysterious stranger OMalley is giving sanctuary in the town jail. With troubling questions being raised regarding OMalleys personal history the one thing even the most patient of townspeople are growing certain of is that the new marshal isnt likely to see the New Year in Kanen.,3/13/2012,36,General Fiction/Literature,Hypocrites heroes politics and religion.  Yes the best things in life are as entertaining as they are aggravating.,5.00,,,,04/13/13,04/13/13,36
27,The Danfians Prophecy,The Danfians Prophecy is the latest epic fast-paced scifi/fantasy romance eBook.  It is about a not so typical twenty one year old Chloe Rose discovering that not only is she human but also a Danfian and Sofayan (ancient spirits from another world. And that she is prophesied to bring about the demise of the Sofayans who consume human spirit. Alexander Cruz is a hardened bounty hunter a Sofayan who must decide upon capturing Chloe whether he should give into his growing love for her or take her to be killed by the Ivan the Sofayan leader.,11/12/2012,38,Scifi/Fantasy Romance,Love thy enemy or stay loyal to the Prophecy,5.00,,,http://i0.wp.com/www.aleshaescobar.com/wp-content/uploads/2013/03/Danfians-Prophecy.jpg,04/18/13,04/18/13,38
30,Wisdom On The Go: A Little Handbook of Positive Inspiration in Challenging Times,Adam J.M. Mason was educated at Temple University in Philadelphia PA and currently maintains residence in Pennsylvania. Events in his life showed him firsthand how fragile life is and how much its taken for granted. His mission is to reach as many people as possible with his positive message and to help them realize the fullness of their potential. It is his sincere hope that this little book will inspire and motivate you to take massive action starting today toward a richer fuller and more rewarding life!,11/5/2012,39,Self-Help,A short collection of stories and essays illustrating poignant life lessons.,5.00,,,http://i1348.photobucket.com/albums/p734/Adam_J_M_Mason/WOTG_zpsec6ba2e1.jpg,04/19/13,04/19/13,39
31,Ribbons & Heels,A journey of love and life . . . Nariman Iman Sherine and Nahla are four friends whose lives are closely intertwined. Diverse backgrounds and different experiences define them. Love life heartache — each experience is one theyve known intimately. Throughout their tumultuous lives their friendships have never wavered. Their minds hearts and souls are bound together tested to their limits. Each unique circumstance draws them ever closer. Join them as they embark on a memorable journey that will live in their hearts forever.,2/21/2013,40,Romance,The life of four women who take you on a journey through their minds and hearts!,5.00,,,http://ecx.images-amazon.com/images/I/41mW4OJpj0L._BO2204203200_PIsitb-sticker-arrow-clickTopRight35-76_SX225_SY300_CR00225300_SH20_OU01_.jpg,04/20/13,04/20/13,40
32,Ruptured,A year and a half after bringing her attacker to justice rape victim Farida is trying to move on with her life. But now she faces a new set of challenges as she faces a society that instead of embracing her as a victim tears her apart with its looks and whispers a society that judges her blindly and silently wonders if she asked for it. Farida faces her biggest challenge yet: the fight for her very identity and her right to live as a whole person,5/4/2011,40,Drama,Ruptured is not your conventional rape story it doesnt take you through the rape but takes you through the eyes of the world surrounding the victim almost 2 years later from the incident!,5.00,,,http://ecx.images-amazon.com/images/I/41k5NYK0XAL._BO2204203200_PIsitb-sticker-arrow-clickTopRight35-76_AA278_PIkin4BottomRight-5322_AA300_SH20_OU01_.jpg,04/20/13,04/20/13,40
33,Dusk (The Zenya Warriors),Dusk (The Zenya Warriors)is a fantasy horror book that knows no bounds between worlds and realms; worlds so lush with numerous other worldly creatures.  There are vampires and dragons warriors and shape shifters some with seething hatred searing through their veins and gnawing at their bones.  They have ice cold revenge on their minds from a rage so raw they could taste it especially the ones that have lost loved ones to the different creatures like...The Evil Dragon family.  Chaos loves to start trouble and Bewitching is a black patent leather look dragon with a midnight blue mane and wings.  Dont lock your eyes in a gaze with Bewitching or you are at the mercy of her will.  Wicked can shift her shape to anyone or anything of her own choosing.        ,1/12/2013,43,fantasyhorror,,5.00,,,,04/21/13,04/21/13,43
34,Believe in Me,"Trina Gray leaves a stack of paperwork on her desk and heads home for the holidays. There’s just one slight problem. Her mother has invited her soon-to-be ex-husband Walt to spend Christmas with them. Walt’s presence sends Trina running to a friend’s house where she runs into another ex—her old high school boyfriend Kurt. Trina and Kurt almost immediately pick up where they left off. Will Trina and Kurt rekindle their young romance? Or will she repair her relationship with Walt? These questions and more are answered within the pages of Believe in Me.",4/9/2013,44,Contemporary Romance/Womens Fiction,Reconciliations can occur. Broken hearts can be mended. If you believe.,5.00,,,http://wittyonlineeditor.com/wp-content/uploads/2013/03/Believe-in-Me-cover-030513.jpg,04/22/13,04/22/13,44
35,CYBERKILL,How Far Will an Artificial Intelligence Go for Revenge? Fans of Tom Clancy James Patterson and Clive Cussler would enjoy this twist on the Frankenstein myth. A brilliant programmer Travis Cole inadvertently creates Dorian an artificial intelligence that lives on the Internet. After Cole attempts to terminate his creation Dorian stalks his young daughter through cyberspace in an attempt to reach Cole to seek revenge. When cyber-terrorism events threaten the United States they turn out to stem from the forsaken and bitter Dorian. In the final conflict Dorian seeks to kill his creator – even if it has to destroy all of humanity to do it. ,3/31/2010,46,Thrilller,How Far Will an Artificial Intelligence Go for Revenge?,5.00,,,http://www.frankfiore.com/img/cover1.png,04/24/13,04/24/13,46
36,The Chronicles of Jeremy Nash Boxed Set,"The complete three novel set of the Chronicles of Jeremy Nash including A Taste of the Apocalypse SEED and Black Sun. A Taste of the Apocalypse. In a tale that reads much like INDIANA JONES meets NATIONAL TREASURE Jeremy Nash a noted debunker and skeptic of conspiracy theories urban legends and myths is drawn into the search for where the body of Christ is buried today. Proof of this shattering fact will shake religious beliefs. A letter from his long lost grandfather written in an ancient language tells of a diary that will reveal where the body of Christ lies today. His grandfather claims the Second Coming was destroyed by the US Air Force in 1947 and Nash is forced to pursue the claim when his sister is kidnapped by a religious cult that demands the diary for her life. From there A TASTE OF THE APOCALYPSE takes readers on an E-ticket ride from the deserts of New Mexico to the Holy Land throughout Europe and back again! SEED Jeremy Nash arrives home after a harrowing trip by plane across the Atlantic in terrible weather to find a Hopi Indian maiden waiting for him at his sister’s house. She tells them she has something for the eldest son of his father that will prove his parents were murdered – and lead him to who killed them. She gives him an invoice for a Kachina doll order with strange code words on it that leads to a series of clues to the 2012 End Times Hopi prediction – and the secret organization that murdered his parents for what they discovered. Black Sun. Jeremy Nash is framed for the murder of a crypto-historian and to clear his name he must decipher a series of Nazi World War II clues left by the historian. He is helped on his quest by the historian’s daughter and a WWII scholar. In the process Nash teams up with a group of treasure hunters looking for Nazi gold. They discover a long lost Nazi base at the South Pole that contains a primeval bacteria which a Neo-Nazi group of high-powered businessmen plan to create a second Jewish Holocaust and push Europe into civil war.",9/12/2012,46,Action/Adventure,The complete three novel set of the Chronicles of Jeremy Nash including A Taste of the Apocalypse SEED and Black Sun.,5.00,,,http://ecx.images-amazon.com/images/I/514rAVxBKiL._BO2204203200_PIsitb-sticker-arrow-clickTopRight35-76_AA278_PIkin4BottomRight-7122_AA300_SH20_OU01_.jpg,04/24/13,04/24/13,46
37,Trauma Junkie,"What happens when a suicidal paramedic falls in love with an ambulance-chasing reporter? Brian is going through a rough patch in his life. His wife Amber has divorced him and is remarrying a rich Wall Street hedge fund manager. His boss hates him his partner tolerates him and he likes to stand on the ledge 10 stories up bottle in hand. Four years ago his infant son passed away in his crib sending his life into a tail spin. All he has left is saving lives and saving them on his terms. Thats not enough. Enter Brooklyn a fiery redheaded stringer who works the overnight selling video and stills to the New York media. Shes had a long-standing crush on Brian. Shes out to prove that a paramedic isnt the only one who can save a life. ",4/25/2013,47,Urban Fiction Drama,What happens when a suicidal paramedic falls in love with an ambulance-chasing reporter?,5.00,,,http://ecx.images-amazon.com/images/I/51izsNBGq-L._BO2204203200_PIsitb-sticker-arrow-clickTopRight35-76_AA300_SH20_OU01_.jpg,04/25/13,04/25/13,47
38,Barking Spiders (and Other Such Stuff) 2000,"Midwest Book Review: CJ Hecks Barking Spiders and Other Such Stuff is a wonderfully entertaining collection of poems told from a childs perspective.  Often funny sometimes introspective always honest these poems form a wonderful introduction for young readers to the magic of poetry and rhyme",4/25/2013,48,Childrens Poetry,Poetry for children ... from a childs point of view.,5.00,,,http://barkingspiderspoetry.com/images/BSBook.jpg,04/25/13,04/25/13,48
39,Barking Spiders 2 ,This is the sequel to Barking Spiders (and Other Such Stuff) and it continues the journey to help children experience ,9/13/2011,48,Childrens Poetry,(The Sequel) Poetry for children ... from a childs point of view.,5.00,,,http://barkingspiderspoetry.com/images/BS2001.jpg,04/25/13,04/25/13,48
40,Me Too! Preschool Poetry,Preschool: that brief period of childhood when everything is either black or white a time of Santa Claus and the Easter Bunny and the grey area hasnt yet begun.  Its the last true age of innocence when Mommy and Daddy are the good guys pretending is a profession and bugs are well just smaller friends ... Wouldnt it be fun to have a grownup friend who understands someone to say its okay if the world doesnt always make sense? CJ Heck is that grownup friend. ,9/6/2011,48,Childrens Poetry,Poetry for preschoolers ... from their point of view.,5.00,,,http://barkingspiderspoetry.com/images/MeToo.jpg,04/25/13,04/25/13,48
41,Bits and Pieces,CJ writes from deep within her heart and soul painting pictures full of feeling. Every word strikes a cord deep within and stirs the mind and imagination into memories common to us all. She breathes life into us through her work and nourishes everyone who knows her. ,9/7/2011,48,Short Story Collection,A collection of twenty flash fiction and short stories by published poet writer and author CJ Heck.,5.00,,,http://barkingspiderspoetry.com/images/Bits_and_Pieces_001Nook.jpg,04/25/13,04/25/13,48
42,Anatomy of a Poet,Poetry can be daunting and hard to understand but it doesnt have to be. A poet has an obligation to write in a way everyone can understand. Poems should flow softly through a poets words their meanings gently touching the heart and mind of its reader.  If a poem comes from the heart it will reach other hearts.~CJ Heck,4/18/2013,48,Poetry,Poetry ... without pretension,5.00,,,http://barkingspiderspoetry.com/images/Anat_of_Poet.jpg,04/25/13,04/25/13,48
43,FAKE BAKED,"Homophobic conman Bryn Jones longs to pull the ultimate scam. Having studied the hustles of the greatest conman of all time - Victor Lustig Bryn sets about planning a con that will go down in history. But when an insurance fraud goes wrong Bryn gets caught up in the murky world of drug dealing and the even dirtier world of the fast-tan business. With time running out Bryn and his team select the marks and begin a con that will threaten their freedom and even their lives. Will Bryn escape the clutches of the drugs bosses and can he pull off the scam of the century? Whatever happens Bryn will have to face events that will change his life forever.",4/9/2013,49,Crime/Humour,Hapless Cardiff conman Bryn attempts to pull off his biggest con yet.,5.00,,,,04/25/13,04/25/13,49
45,Rocking Your Role,This book goes beneath the surface of what it means to be the Female Breadwinner and drags women kicking and screaming out of the closet. Why? Because being the Female Breadwinner can fundamentally challenge womens identity. It is the trigger catalyst and cause for many complex issues that women have to manage. For a successful family life and career women must address and examine these internal challenges for their physical mental and spiritual well-being. Find out: where your guilt button is and who is pressing it what you love about being breadwinner that you were afraid to admit how you tackle the thorny subject of money how to cure yourself of Superwoman Syndrome.,6/28/2012,50,Business self-help, Reading this book lifted the clouds of expectations guilt imaginary limitations …. it liberated me to pursue my own personal dreams while still providing for my family. Nadine Juignet Business Development Advisor at Hewlett Packard,5.00,,,,04/28/13,04/28/13,50
